DownloadData,Year
"<a href=""http://us.imdb.com/title/tt1911644/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-4051"" href=""/view/4051/the_call/"">The Call</a>   <a href=""/view/4051/the_call/"" onclick=""showComments('4051'); return false;""><img src=""/static/comments.png"" alt=""[4 comment(s) available]""
				id=""comment-img-4051"" style=""height: 10px; width: 10px;""
                title=""4 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2018086/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man, although dubious]""></a>
		<a id=""movie-4788"" href=""/view/4788/camille_claudel_1915/"">Camille Claudel 1915</a>   <a href=""/view/4788/camille_claudel_1915/"" onclick=""showComments('4788'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-4788"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2387413/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man, although dubious]""></a>
		<a id=""movie-4476"" href=""/view/4476/captain_battle:_legacy_war/"">Captain Battle: Legacy War</a>   <a href=""/view/4476/captain_battle:_legacy_war/"" onclick=""showComments('4476'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-4476"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1535109/""><img src=""/static/nopass.png"" alt=""[[1]]"" title=""[There are two or more women in this movie, but they don't talk to each other]""></a>
		<a id=""movie-4677"" href=""/view/4677/captain_phillips/"">Captain Phillips</a>   <a href=""/view/4677/captain_phillips/"" onclick=""showComments('4677'); return false;""><img src=""/static/comments.png"" alt=""[5 comment(s) available]""
				id=""comment-img-4677"" style=""height: 10px; width: 10px;""
                title=""5 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1939659/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-3923"" href=""/view/3923/carrie/"">Carrie</a>   <a href=""/view/3923/carrie/"" onclick=""showComments('3923'); return false;""><img src=""/static/comments.png"" alt=""[4 comment(s) available]""
				id=""comment-img-3923"" style=""height: 10px; width: 10px;""
                title=""4 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1937118/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-5021"" href=""/view/5021/casse-tete_chinois/"">Casse-tete chinois</a>   <a href=""/view/5021/casse-tete_chinois/"" onclick=""showComments('5021'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-5021"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1786751/""><img src=""/static/nopass.png"" alt=""[[1]]"" title=""[There are two or more women in this movie, but they don't talk to each other]""></a>
		<a id=""movie-8920"" href=""/view/8920/cbgb/"">CBGB</a>   <a href=""/view/8920/cbgb/"" onclick=""showComments('8920'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-8920"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2389182/""><img src=""/static/nopass.png"" alt=""[[1]]"" title=""[There are two or more women in this movie, but they don't talk to each other]""></a>
		<a id=""movie-7424"" href=""/view/7424/cheap_thrills/"">Cheap Thrills</a>   <a href=""/view/7424/cheap_thrills/"" onclick=""showComments('7424'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-7424"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt3015110/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-7921"" href=""/view/7921/christmas_in_the_city/"">Christmas in the City</a>   <a href=""/view/7921/christmas_in_the_city/"" onclick=""showComments('7921'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-7921"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2279864/""><img src=""/static/nopass.png"" alt=""[[2]]"" title=""[There are two or more women in this movie, but they only talk to each other about a man]""></a>
		<a id=""movie-4492"" href=""/view/4492/clear_history/"">Clear History</a>   <a href=""/view/4492/clear_history/"" onclick=""showComments('4492'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-4492"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2218003/""><img src=""/static/nopass.png"" alt=""[[2]]"" title=""[There are two or more women in this movie, but they only talk to each other about a man]""></a>
		<a id=""movie-4594"" href=""/view/4594/closed_circuit/"">Closed Circuit</a>   <a href=""/view/4594/closed_circuit/"" onclick=""showComments('4594'); return false;""><img src=""/static/comments.png"" alt=""[2 comment(s) available]""
				id=""comment-img-4594"" style=""height: 10px; width: 10px;""
                title=""2 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1985966/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-5110"" href=""/view/5110/cloudy_with_a_chance_of_meatballs_2/"">Cloudy with a Chance of Meatballs 2</a>   <a href=""/view/5110/cloudy_with_a_chance_of_meatballs_2/"" onclick=""showComments('5110'); return false;""><img src=""/static/comments.png"" alt=""[6 comment(s) available]""
				id=""comment-img-5110"" style=""height: 10px; width: 10px;""
                title=""6 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2866360/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-6686"" href=""/view/6686/coherence/"">Coherence</a>   <a href=""/view/6686/coherence/"" onclick=""showComments('6686'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-6686"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1160996/""><img src=""/static/nopass.png"" alt=""[[1]]"" title=""[There are two or more women in this movie, but they don't talk to each other]""></a>
		<a id=""movie-4542"" href=""/view/4542/the_colony/"">The Colony</a>   <a href=""/view/4542/the_colony/"" onclick=""showComments('4542'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-4542"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2007360/""><img src=""/static/nopass.png"" alt=""[[1]]"" title=""[There are two or more women in this movie, but they don't talk to each other]""></a>
		<a id=""movie-4461"" href=""/view/4461/computer_chess/"">Computer Chess</a>   <a href=""/view/4461/computer_chess/"" onclick=""showComments('4461'); return false;""><img src=""/static/comments.png"" alt=""[3 comment(s) available]""
				id=""comment-img-4461"" style=""height: 10px; width: 10px;""
                title=""3 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2296697/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-4840"" href=""/view/4840/concussion/"">Concussion</a>   <a href=""/view/4840/concussion/"" onclick=""showComments('4840'); return false;""><img src=""/static/comments.png"" alt=""[2 comment(s) available]""
				id=""comment-img-4840"" style=""height: 10px; width: 10px;""
                title=""2 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1821641/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-5298"" href=""/view/5298/the_congress/"">The Congress</a>   <a href=""/view/5298/the_congress/"" onclick=""showComments('5298'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-5298"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1457767/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-4370"" href=""/view/4370/the_conjuring/"">The Conjuring</a>  <a href=""/view/4370/the_conjuring/""><img src=""/static/reviews.png"" alt="" [1 review(s) available]""
					title=""1 review"" style=""width: 10px; height: 10px;""></a>   <a href=""/view/4370/the_conjuring/"" onclick=""showComments('4370'); return false;""><img src=""/static/comments.png"" alt=""[2 comment(s) available]""
				id=""comment-img-4370"" style=""height: 10px; width: 10px;""
                title=""2 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2281159/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-5400"" href=""/view/5400/contracted/"">Contracted</a>   <a href=""/view/5400/contracted/"" onclick=""showComments('5400'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-5400"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2193215/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-4740"" href=""/view/4740/the_counselor/"">The Counselor</a>   <a href=""/view/4740/the_counselor/"" onclick=""showComments('4740'); return false;""><img src=""/static/comments.png"" alt=""[10 comment(s) available]""
				id=""comment-img-4740"" style=""height: 10px; width: 10px;""
                title=""10 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt0481499/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-4133"" href=""/view/4133/the_croods/"">The Croods</a>   <a href=""/view/4133/the_croods/"" onclick=""showComments('4133'); return false;""><img src=""/static/comments.png"" alt=""[6 comment(s) available]""
				id=""comment-img-4133"" style=""height: 10px; width: 10px;""
                title=""6 comments""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt1913178/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man, although dubious]""></a>
		<a id=""movie-4440"" href=""/view/4440/the_crown_and_the_dragon/"">The Crown and the Dragon</a>   <a href=""/view/4440/the_crown_and_the_dragon/"" onclick=""showComments('4440'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-4440"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
"<a href=""http://us.imdb.com/title/tt2332579/""><img src=""/static/pass.png"" alt=""[[3]]"" title=""[There are two or more women in this movie and they talk to each other about something other than a man]""></a>
		<a id=""movie-4924"" href=""/view/4924/crystal_fairy_&amp;_the_magical_cactus_and_2012/"">Crystal Fairy &amp; the Magical Cactus and 2012</a>   <a href=""/view/4924/crystal_fairy_&amp;_the_magical_cactus_and_2012/"" onclick=""showComments('4924'); return false;""><img src=""/static/comments.png"" alt=""[1 comment(s) available]""
				id=""comment-img-4924"" style=""height: 10px; width: 10px;""
                title=""1 comment""></a>  </div>",2013
